Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
STU04927,23,Male,7.63,87.9,8.1,7.2,3.2,2.71,No,Offline,Good,Good,Yes,3,Low,1.6,A
STU04928,20,Male,4.42,87.8,9.3,4.9,4.8,2.77,No,Offline,Average,Good,No,2,High,6.8,B
STU04929,23,Male,4.46,70.3,6.1,1,3.6,3.76,No,Offline,Average,Average,Yes,3,Middle,3.3,A
STU04930,21,Male,3.91,70.7,5.2,3.8,7.2,3.23,Yes,Offline,Poor,Good,Yes,1,Middle,5.7,B
STU04931,18,Female,6.99,97.2,9.1,8.3,3.7,2.65,Yes,Offline,Good,Average,No,1,Low,1,A
STU04932,23,Female,4.81,79.9,7,5.4,4.6,2.94,No,Offline,Average,Good,Yes,1,High,5.7,B
STU04933,17,Female,10.53,87,8.3,2,3.4,3.07,Yes,Hybrid,Average,Excellent,Yes,1,High,4.7,A
STU04934,23,Female,7.36,74.5,7.2,7.1,5.2,3.13,No,Online,Average,Good,Yes,1,High,5.9,B
STU04935,19,Female,2.69,67.4,8.6,6.1,4,3.01,No,Offline,Average,Poor,Yes,0,Middle,7.1,C
STU04936,19,Male,4.96,71.7,6.1,2.6,4.3,3.29,No,Offline,Good,Good,No,1,Middle,3.6,A
STU04937,19,Male,7.12,90.1,9.5,4,5,3.43,No,Offline,Poor,Excellent,Yes,2,Low,3.6,A
STU04938,23,Male,6.62,75.2,5.9,4,7.7,2.77,No,Offline,Poor,Good,Yes,2,High,3,A
STU04939,21,Female,6.26,90.3,8,4.5,5.8,2.96,Yes,Online,Average,Good,No,3,Low,2.8,A
STU04940,18,Male,5.53,84.9,8.1,3.3,4.1,4,No,Online,Poor,Average,No,2,Low,5.9,A
STU04941,22,Male,1.95,67.1,5.6,1.8,3.3,3.07,No,Hybrid,Average,Good,No,4,Low,4,B
STU04942,22,Female,2.04,71.3,7.9,5.6,2.1,3.48,No,Online,Average,Good,No,2,High,1.8,B
STU04943,22,Male,6.66,81.9,6.5,7.2,4.1,3.08,No,Hybrid,Average,Excellent,No,1,High,2.8,A
STU04944,21,Female,3.78,95.5,7.6,4.5,0.5,3.36,Yes,Online,Poor,Good,No,2,High,5,A
STU04945,20,Female,5.08,87.4,7.8,6.5,7.3,3.06,No,Offline,Good,Good,No,3,Middle,3.7,A
STU04946,24,Male,6.32,57.4,4.7,1.7,5.7,2.23,No,Hybrid,Average,Good,No,1,High,6.3,C
STU04947,17,Male,1.26,85.2,8.1,1.3,4.8,2.24,No,Online,Poor,Average,No,1,Low,2.7,C
STU04948,17,Female,1.26,77.3,5.6,4,2.5,3.22,No,Offline,Average,Excellent,Yes,1,High,1.7,C
STU04949,19,Female,6.11,81.9,8,5.6,3.6,2.65,No,Online,Good,Good,No,2,Middle,3.8,A
STU04950,19,Male,3.87,88.5,8.5,4.9,3.9,3.55,No,Hybrid,Average,Excellent,No,2,Middle,5.4,A
STU04951,23,Female,4.34,69.6,6.1,8.3,5.1,2.72,Yes,Hybrid,Average,Good,No,2,Low,3.3,C
STU04952,22,Female,7.31,90.4,4.9,6.2,4.5,2.35,Yes,Hybrid,Average,Poor,Yes,2,Low,5,A
STU04953,23,Male,4.5,77.8,7.6,3.8,4.7,3.61,No,Online,Average,Good,Yes,1,Middle,5.7,A
STU04954,24,Male,4.92,69.7,8.2,6.1,5.9,3.45,Yes,Online,Average,Poor,Yes,2,Low,4.2,A
STU04955,22,Female,5.61,85.4,6.2,5.6,1.7,2.93,Yes,Online,Average,Average,No,0,Middle,5.3,A
STU04956,19,Male,1.57,70.4,6.6,6,4.3,3.36,No,Hybrid,Average,Average,Yes,1,Low,5.9,C
STU04957,18,Female,8.5,70.7,7.3,8.1,4.4,4,Yes,Hybrid,Poor,Good,Yes,3,Low,3.9,A
STU04958,20,Male,5.84,72.2,8.5,4.9,4.5,3.08,No,Hybrid,Average,Good,Yes,1,High,5,A
STU04959,23,Female,3.93,85.1,5.9,6,5.5,2.81,No,Hybrid,Poor,Poor,Yes,1,High,8.3,C
STU04960,20,Female,7.3,90.2,6.5,7.9,3.2,2.57,No,Hybrid,Poor,Good,No,3,High,2.9,A
STU04961,20,Female,3.16,74.9,6.5,5.7,3.3,3.1,Yes,Online,Average,Good,No,2,Middle,5.5,C
STU04962,20,Male,3.64,99.5,5.5,6.6,3.7,3.86,No,Offline,Good,Excellent,Yes,4,High,2.2,A
STU04963,19,Male,2.56,78.3,6.3,6,5.7,3.13,No,Online,Good,Good,No,0,High,5.6,C
STU04964,17,Female,4.56,85.2,7.2,6.2,2.2,2.92,Yes,Hybrid,Poor,Good,Yes,2,Middle,4.9,B
STU04965,19,Male,3.53,83,7.4,2.7,2.4,3.14,Yes,Offline,Poor,Average,Yes,0,Middle,6.6,B
STU04966,20,Male,5.54,79.5,8.9,2.2,2.5,3.1,Yes,Hybrid,Good,Good,No,1,Low,6.1,A
STU04967,19,Female,3.68,68.1,7.9,1,4.3,2.5,Yes,Offline,Average,Good,No,3,Low,5.3,A
STU04968,20,Male,5.53,81,6.2,4.4,3.5,3.19,No,Offline,Average,Excellent,No,2,High,5.8,A
STU04969,21,Male,5.89,73.7,6.8,3.8,6.5,2.78,No,Offline,Average,Poor,No,2,Middle,3.4,B
STU04970,22,Male,5.8,71.7,6.6,4.2,5.6,4,No,Offline,Average,Good,No,2,Middle,1.9,A
STU04971,17,Female,5.76,69,3.2,5,4.2,2.55,No,Hybrid,Good,Good,Yes,3,Low,5.3,B
STU04972,21,Female,5.18,82.3,7.9,6.2,3.4,2.62,No,Online,Good,Poor,Yes,2,Middle,4.3,A
STU04973,18,Male,3.36,75.1,7.8,4.2,3.5,2.96,No,Hybrid,Average,Good,Yes,2,Middle,7.8,B
STU04974,19,Male,1.03,80.4,6.6,5.3,4.3,2.62,No,Online,Good,Excellent,No,0,Middle,2.9,C
STU04975,18,Male,5.71,73.6,9,2.3,5.6,3.05,Yes,Online,Average,Good,Yes,4,Middle,4.4,A
STU04976,23,Female,2.2,66.4,6.4,3.1,7.2,2.1,No,Online,Average,Excellent,Yes,0,Middle,7.8,D
STU04977,19,Male,5.69,68.9,5.9,7.7,4.7,2.7,Yes,Hybrid,Average,Poor,No,0,Middle,4.2,C
STU04978,24,Female,4.9,92.2,5.9,6,0.5,2.79,No,Offline,Poor,Good,Yes,2,High,3.3,B
STU04979,24,Male,4.91,85.6,7.6,3.1,3,2,Yes,Online,Poor,Good,Yes,2,High,3.9,B
STU04980,22,Non-Binary,5.02,82.6,8.5,6.3,4.7,2.98,No,Online,Average,Good,Yes,1,Low,1.6,A
STU04981,21,Male,6.15,85.7,8.4,2.8,3.7,3.06,Yes,Offline,Average,Excellent,Yes,4,Middle,5.7,A
STU04982,22,Female,3.06,67.9,5.3,4.2,3.2,2.9,Yes,Offline,Average,Average,No,3,Middle,9,B
STU04983,23,Male,5.63,88.2,7.7,2.9,6.5,3.65,No,Hybrid,Average,Excellent,No,3,Middle,3.4,A
STU04984,20,Male,7.16,63.5,4.5,3.7,5.1,3.26,No,Hybrid,Average,Good,Yes,2,Middle,3.1,A
STU04985,22,Female,6.58,73.6,7,5.7,3.6,3.76,No,Online,Average,Average,Yes,3,Low,1.4,A
STU04986,22,Female,7.21,73,4.6,4.7,4.7,2.68,Yes,Hybrid,Average,Excellent,No,0,High,2.5,A
STU04987,24,Male,4.45,74,7.3,4,4.1,2.72,No,Hybrid,Average,Good,No,2,Middle,3.7,B
STU04988,20,Female,4.84,61.3,7.6,5,5.3,3.49,No,Online,Good,Excellent,No,2,High,5.3,A
STU04989,24,Female,8.75,89.8,9,5.7,2.6,2.85,No,Offline,Poor,Average,No,2,Low,8.4,A
STU04990,19,Female,6.01,62,6.5,6.6,2.4,3,Yes,Offline,Average,Excellent,Yes,1,Low,3.2,A
STU04991,20,Male,5.52,87.7,8,4.3,2.5,3.03,Yes,Online,Poor,Good,No,0,Middle,2.2,A
STU04992,21,Female,7,83.1,6.8,6.9,5.3,3.64,Yes,Online,Average,Average,No,1,Middle,2,A
STU04993,22,Female,3.26,81.7,7.1,4.2,3.4,3.11,No,Online,Good,Good,Yes,3,Middle,4.2,A
STU04994,24,Male,4.74,76.8,5.2,4.9,4,3.54,No,Hybrid,Average,Average,Yes,3,High,4.8,A
STU04995,20,Female,5.88,74.1,4.9,4.5,4,3.67,Yes,Online,Average,Good,Yes,1,Middle,3.9,A
STU04996,23,Male,4.88,71.3,9.3,4.3,3.7,2.58,No,Hybrid,Poor,Average,Yes,2,Middle,3.3,A
STU04997,23,Male,8.02,93.2,5.8,4.6,5.3,3.48,Yes,Hybrid,Good,Poor,No,3,High,5.6,A
STU04998,22,Female,5.88,74.8,6.7,3.6,4.6,3.02,No,Hybrid,Average,Average,No,2,Middle,4.9,A
STU04999,21,Female,6.77,71.1,7,5.9,2.9,3.37,No,Hybrid,Good,Good,Yes,3,Middle,4.5,A
STU05000,18,Male,3.35,88.3,6.5,4.3,3,2.21,No,Hybrid,Average,Good,Yes,2,Middle,5,B
STU05001,24,Male,4.98,99.8,7.5,3.3,2.8,3.08,Yes,Hybrid,Average,Good,No,3,Middle,3.9,A
STU05002,21,Female,4.95,66.7,8.1,6.8,5.5,2.94,No,Online,Poor,Average,Yes,0,Middle,3.7,B
STU05003,17,Male,6.04,78.1,7.8,6.3,6,2.74,No,Offline,Poor,Good,No,0,Middle,5.8,B
STU05004,17,Female,5.98,77.8,8.5,6.9,5.2,2.3,Yes,Offline,Average,Good,No,2,Middle,5.4,B
STU05005,17,Female,5.01,68.4,10,6.9,4.8,2.42,Yes,Offline,Average,Average,No,1,Low,5.9,B
STU05006,22,Male,6.16,67.2,7.3,4.2,2.2,2.84,Yes,Offline,Average,Excellent,No,2,High,1.8,A
STU05007,23,Female,9.19,84.2,8.1,5.1,3.4,2.29,Yes,Offline,Poor,Good,No,2,Low,4.8,A
STU05008,19,Female,5.07,77.8,7.8,5.8,3,2.98,No,Online,Average,Good,No,1,Low,4.1,B
STU05009,24,Male,3.71,86.2,6.7,6.6,4.4,3.83,No,Hybrid,Poor,Average,Yes,1,Middle,2.3,A
STU05010,23,Female,7.42,64.5,8.2,5.4,4.1,2.66,Yes,Online,Average,Poor,No,2,Middle,4.6,A
STU05011,19,Female,7.98,66.9,6.4,4.2,3.5,3.17,Yes,Hybrid,Average,Excellent,Yes,2,Middle,3.7,A
STU05012,19,Female,5.38,70.4,5.5,3.5,3.9,2.4,Yes,Hybrid,Average,Excellent,Yes,1,Middle,8.4,B
STU05013,23,Female,6.94,77.3,7.7,7.7,5.2,3.08,Yes,Hybrid,Average,Average,Yes,3,High,4.5,A
STU05014,24,Male,0.94,81.4,8.8,7.1,6.1,2.83,No,Hybrid,Poor,Average,No,1,Middle,6.1,D
STU05015,22,Male,5.96,74.9,5.6,6.7,3,3.45,No,Hybrid,Good,Good,Yes,3,Middle,3.6,A
STU05016,21,Male,4.65,58.8,8,1,1.4,3.93,No,Online,Average,Good,No,3,High,1.8,A
STU05017,19,Male,9.42,70.6,7.9,6.3,6.3,3.54,Yes,Hybrid,Average,Excellent,No,2,Low,5.7,A
STU05018,18,Male,5.48,94.7,6.2,4.4,3.1,3.12,No,Hybrid,Average,Average,Yes,1,High,4.4,A
STU05019,23,Female,8.69,71.3,6,3.9,6.6,2.11,No,Hybrid,Average,Good,No,1,Middle,4.1,A
STU05020,23,Female,4.66,82.2,3.7,1,5.9,3.55,No,Offline,Average,Poor,No,1,High,2.9,B
STU05021,17,Female,4.48,73.8,6.5,2.5,2.7,3.33,No,Offline,Poor,Average,No,2,Low,4.9,A
STU05022,21,Female,3.96,82.3,8,7.4,4.6,3.02,No,Hybrid,Average,Poor,Yes,0,High,3.5,B
STU05023,17,Female,2.69,86.9,8.5,6.4,2.5,3.16,No,Offline,Good,Excellent,No,2,Middle,3.2,A
STU05024,23,Female,3.9,60.8,9.8,7.1,4.3,2.63,Yes,Online,Good,Good,No,1,Middle,5.4,B
STU05025,23,Female,7.23,76.1,7.6,4.1,6,2.15,No,Offline,Average,Excellent,Yes,1,Middle,4,B
STU05026,19,Male,1.98,92.7,6.5,6.8,2.3,1.67,No,Hybrid,Average,Poor,Yes,2,High,4.3,C
STU05027,21,Female,5.22,70.5,8.4,7.2,3.4,4,No,Offline,Average,Average,No,0,Middle,3.5,A
STU05028,20,Female,7.25,71.3,8.4,6.9,3.7,2.45,No,Hybrid,Average,Average,No,1,Middle,5.7,A
STU05029,18,Male,5.54,80.1,4.2,3.4,4.7,3.11,Yes,Offline,Average,Average,Yes,0,High,5.4,A
STU05030,24,Female,6.07,83.9,7.4,3.9,3.1,2.43,No,Offline,Good,Excellent,Yes,2,Middle,5.3,A
STU05031,19,Female,5.72,64.1,6.4,5.1,3.8,3.05,No,Online,Good,Average,No,3,Middle,4.9,A
STU05032,23,Male,6.07,88.9,9.5,5.7,4.6,3.3,Yes,Offline,Poor,Average,Yes,1,High,2.9,A
STU05033,24,Female,1.23,78.7,7.5,1.7,1.6,3.14,Yes,Hybrid,Poor,Poor,No,0,Low,6.4,B
STU05034,19,Male,8.03,79.9,8.1,6.5,5.3,3.15,Yes,Hybrid,Average,Poor,Yes,0,High,1.3,A
STU05035,18,Male,5.76,81.8,6.4,3.5,4.4,2.91,Yes,Offline,Poor,Good,No,3,Middle,4,A
STU05036,23,Female,3.94,77.4,6.9,4.5,1.6,2.6,No,Online,Average,Good,Yes,1,Middle,6.1,B
STU05037,18,Female,4.45,89.4,4.7,6.6,7.7,2.92,Yes,Hybrid,Good,Good,No,1,Low,4.9,B
STU05038,24,Female,4.77,78,6.7,6.2,3.7,2.75,Yes,Offline,Average,Good,No,2,High,3,A
STU05039,20,Female,6.4,83.1,9.5,8.9,4.6,2.72,Yes,Online,Poor,Average,No,1,High,4.4,B
STU05040,19,Male,2.7,78.4,7.7,5.5,3.4,2.68,Yes,Online,Poor,Average,No,2,Middle,4.3,C
STU05041,22,Female,2.55,82.3,6.3,4.8,4.8,2.62,Yes,Offline,Poor,Good,Yes,0,Middle,8.2,Fail
STU05042,19,Female,2.44,80.8,5.9,1.2,5.1,3.88,No,Offline,Poor,Good,Yes,1,Low,5.6,A
STU05043,17,Non-Binary,6.84,67.3,8.1,2.5,2.6,4,No,Online,Average,Average,No,1,High,4.5,A
STU05044,21,Male,3.24,87.2,7.4,6.2,3.9,2.86,Yes,Hybrid,Average,Poor,No,0,Middle,5.5,B
STU05045,21,Female,5.3,68.1,6.8,6.6,5.5,2.66,No,Offline,Poor,Poor,No,3,Low,6,B
STU05046,17,Female,2.78,85.6,6.4,6.7,4.3,2.32,Yes,Hybrid,Average,Average,Yes,1,High,7.9,D
STU05047,23,Female,4.93,82.4,8.1,5.2,8,3.36,Yes,Online,Poor,Poor,No,1,High,3.4,B
STU05048,21,Female,4.07,69.1,4.9,2.2,3,3.79,Yes,Hybrid,Average,Average,No,4,Low,1.3,A
STU05049,18,Male,3.6,79.8,6.3,1,4.6,3.4,Yes,Online,Good,Good,Yes,4,High,4,A
STU05050,24,Female,7.3,76,6.4,3.3,4.3,2.56,No,Online,Poor,Average,No,2,High,5.7,A
STU05051,24,Female,5.26,81.5,6.3,4.1,1.9,3.57,No,Offline,Good,Average,Yes,2,High,1.4,A
STU05052,21,Male,3.16,70.9,8.2,6.1,4.7,3.04,Yes,Online,Average,Excellent,No,0,Low,5.9,C
STU05053,21,Female,9.83,89.7,8.2,7.6,4.4,3.56,Yes,Offline,Average,Good,Yes,1,Middle,5.8,A
STU05054,17,Female,3.2,81.1,6.2,7.5,5.1,2.53,No,Hybrid,Average,Excellent,Yes,3,High,4.5,B
STU05055,23,Male,2.74,89.9,7.8,2.3,2.1,3.45,No,Hybrid,Average,Average,Yes,1,Low,6.2,A
STU05056,20,Female,1.73,73.9,6.5,2.3,2.9,3.13,No,Online,Average,Good,No,3,Middle,6.2,A
STU05057,21,Male,8.28,72.8,6,2.2,2.7,2.67,No,Online,Poor,Average,No,3,Middle,3.3,A
STU05058,22,Male,5.48,83.3,6.2,5.4,3.9,2.27,Yes,Offline,Good,Good,Yes,2,Middle,3.4,A
STU05059,21,Female,5.74,66,6.3,5.8,4.5,3.4,No,Hybrid,Average,Average,No,4,Middle,3.7,A
STU05060,20,Male,7.26,73.4,7.4,4.6,4.5,2.94,No,Online,Poor,Poor,No,1,High,3.7,A
STU05061,17,Male,5.33,93.7,6.8,5.4,6.8,3.12,Yes,Hybrid,Good,Excellent,No,2,Middle,2.3,A
STU05062,20,Male,6.51,73.7,5.7,6.8,3.4,2.99,No,Offline,Poor,Good,Yes,1,Middle,2.6,B
STU05063,17,Male,8.42,80.5,4.8,5.2,3.6,2.93,Yes,Hybrid,Poor,Excellent,Yes,3,Middle,1,A
STU05064,18,Female,5.59,65.7,7.3,7.4,5.2,3.22,No,Offline,Poor,Average,No,1,Middle,5.3,B
STU05065,17,Female,6.69,89.2,8.1,7,0.6,4,No,Online,Average,Average,Yes,0,Low,7.1,A
STU05066,18,Female,5.51,68,6,4.9,7,3.19,Yes,Hybrid,Average,Good,No,3,High,1.5,B
STU05067,18,Female,5.38,67.7,7.7,6.3,4.6,2.36,Yes,Offline,Average,Good,Yes,2,Middle,4.4,B
STU05068,17,Male,7.93,81.7,8.5,3,8,3.04,Yes,Online,Poor,Good,Yes,1,Middle,3.4,A
STU05069,22,Female,6.26,69.3,6.4,5.8,1.5,2.68,No,Hybrid,Poor,Excellent,Yes,1,High,4.5,B
STU05070,19,Female,5.65,60.2,8.3,3.7,5.1,2.42,Yes,Online,Average,Poor,No,0,Low,6.5,B
STU05071,17,Female,1.34,68.8,6.5,8.1,5,3.52,No,Online,Good,Good,Yes,1,Middle,4,C
STU05072,21,Female,3.33,82,6.7,6.9,4.7,3.05,Yes,Offline,Good,Average,Yes,1,Low,2.7,C
STU05073,22,Female,3.73,74.9,5.7,1,2,1.65,No,Online,Average,Average,No,2,Middle,3.3,A
STU05074,22,Female,5.07,83.9,6.2,6.4,5.2,3.55,No,Online,Average,Good,No,2,Low,2.5,A
STU05075,21,Male,5.85,86.7,6.5,6.3,4.8,3.99,Yes,Online,Poor,Good,No,0,High,1,A
STU05076,19,Female,5.42,84.8,9.5,6.2,2.3,3,No,Online,Average,Average,No,2,Middle,4.2,A
STU05077,22,Male,4.78,93.4,6,1,3.9,3.13,No,Hybrid,Poor,Average,Yes,0,Middle,2,A
STU05078,18,Male,5.79,80.6,7.2,7.2,2.5,3.1,No,Offline,Average,Good,Yes,2,Middle,3.8,A
STU05079,24,Male,5.81,92.2,6.9,6.2,3.2,3.26,Yes,Offline,Average,Good,No,0,Low,3.8,A
STU05080,19,Male,6.88,76.5,6.5,3.5,3.4,2.78,Yes,Offline,Poor,Average,No,3,High,1.7,A
STU05081,23,Male,1.58,92.6,6.3,7.1,3.9,2.36,No,Hybrid,Good,Average,No,1,Low,6.7,C
STU05082,21,Male,7.13,88.4,6.6,6.1,3.9,2.67,No,Offline,Average,Poor,Yes,2,Middle,3.5,A
STU05083,19,Female,8.99,90,5.8,7,6.7,3.48,No,Hybrid,Good,Excellent,Yes,3,Low,4.3,A
STU05084,17,Female,7.37,100,5.4,2.8,2.7,3.37,No,Online,Average,Excellent,Yes,3,High,4.8,A
STU05085,24,Non-Binary,4.25,83.1,6.2,2.4,0.7,3.51,Yes,Offline,Average,Good,No,0,Middle,4.3,A
STU05086,19,Male,3.31,86.1,8.5,5.3,4.7,2.88,Yes,Online,Average,Excellent,Yes,2,Low,4.6,B
STU05087,18,Female,4.98,89.2,7,3,5.7,3.26,No,Online,Good,Good,Yes,4,Middle,2.5,A
STU05088,24,Female,7.78,89.6,6.2,5.1,4,1.76,No,Offline,Average,Poor,Yes,2,High,2.3,A
STU05089,17,Male,5.65,86.6,8.5,2.1,4.8,1.54,No,Hybrid,Average,Average,No,1,Middle,4,A
STU05090,20,Female,1.1,87,7,1.4,1.8,3.97,No,Hybrid,Good,Excellent,Yes,2,Middle,2,A
STU05091,21,Female,0.94,79.8,7,5.2,4.7,3.06,Yes,Offline,Average,Good,No,0,Middle,8.3,D
STU05092,24,Male,5.5,74.2,6.2,1.5,5.3,3.04,No,Offline,Good,Excellent,No,1,Low,3.6,A
STU05093,21,Female,9.82,66.8,8.1,6.2,4.9,3.24,Yes,Hybrid,Average,Excellent,Yes,3,Low,5,A
STU05094,19,Female,1.91,80.8,6.4,4.5,3.4,3.71,Yes,Hybrid,Average,Good,No,2,Middle,3.4,B
STU05095,22,Male,3.81,73.7,5.6,5.4,5.3,3.18,Yes,Hybrid,Good,Poor,Yes,0,High,2.9,B
STU05096,17,Male,5.1,65.6,4.2,4.8,2.3,3.65,No,Online,Poor,Average,Yes,1,High,7.2,B
STU05097,20,Male,5.67,95.1,5.5,7.5,2.3,3.77,No,Online,Average,Poor,No,2,High,3.2,A
STU05098,17,Male,6.79,90.8,7,8.1,2,2.98,Yes,Hybrid,Average,Average,No,1,Low,5.1,A
STU05099,21,Female,1.87,82,6.3,4.5,3.2,3.18,No,Online,Average,Good,No,0,High,2.5,B
STU05100,17,Female,5.25,68,5.8,6.1,2.2,2.86,No,Online,Average,Average,No,1,Middle,3.5,A
STU05101,20,Male,3.72,79.5,7,8.2,5.4,2.27,Yes,Offline,Average,Average,No,0,Middle,8.3,D
STU05102,22,Female,6.68,80.8,6.7,6.8,4.8,2.81,No,Offline,Poor,Good,Yes,1,Middle,2.3,B
STU05103,19,Male,5.79,75.3,5.5,3.8,4.1,3.33,No,Online,Average,Average,No,1,Low,7.1,A
STU05104,18,Male,7.24,94.4,6.6,6,8,3.79,No,Offline,Average,Good,No,2,Low,3.9,A
STU05105,17,Male,2.58,89.7,6.9,4.7,5,3.23,No,Hybrid,Good,Good,Yes,2,Middle,3.7,B
STU05106,24,Female,2.79,68.9,5.7,3.3,1.5,3.31,Yes,Hybrid,Average,Good,Yes,2,Low,5.7,B
STU05107,18,Male,3.58,84,7.3,4.7,6.1,3.4,No,Offline,Poor,Excellent,No,2,Middle,7,B
STU05108,21,Male,4.06,63.5,9.6,3.9,4.7,2.43,Yes,Online,Poor,Average,Yes,1,Middle,3.2,B
STU05109,19,Male,3.57,84.7,6.6,3.7,3.8,2.7,Yes,Offline,Average,Poor,Yes,3,High,3.6,B
STU05110,23,Female,2.49,87,8.3,8.4,4.8,3.1,No,Offline,Average,Excellent,No,1,High,6.8,D
STU05111,19,Non-Binary,3.83,93.8,7.1,4.5,1.6,2.63,Yes,Offline,Average,Good,No,1,High,5.7,B
STU05112,17,Male,1.74,55.3,6.2,4.1,6.6,2.63,Yes,Offline,Average,Good,No,0,High,6.1,D
STU05113,24,Male,6.95,95.5,7.5,7.3,3,2.38,Yes,Hybrid,Good,Average,Yes,1,High,4.1,A
STU05114,22,Female,4,70.9,7.7,3.6,5.8,3.17,No,Hybrid,Good,Excellent,No,2,Middle,5.2,A
STU05115,19,Female,2.44,87.3,8.4,5.5,2,2.58,Yes,Hybrid,Good,Excellent,Yes,2,High,5.2,B
STU05116,17,Male,5.32,70.4,8.5,5,3.1,2.49,No,Online,Poor,Good,Yes,2,Middle,3.8,B
STU05117,17,Female,1.75,80.8,8.6,3.5,5.2,2.64,Yes,Hybrid,Good,Average,No,0,High,6,C
STU05118,18,Female,5.69,85.3,6.5,5.7,3,3.9,No,Offline,Good,Excellent,Yes,5,Low,6.2,A
STU05119,19,Male,4.26,77.8,6.2,8.9,4.7,3.22,No,Offline,Good,Good,Yes,1,Middle,5.5,B
STU05120,17,Female,8.41,85.5,8.2,1.4,2.6,2.84,No,Offline,Average,Good,No,0,High,6.2,A
STU05121,18,Female,6.03,75.5,4.9,3.3,4.7,1.99,No,Online,Good,Poor,No,3,Middle,3.8,B
STU05122,24,Female,3.4,73.2,7.8,1,6.4,3.12,No,Online,Average,Good,No,3,Low,3.9,A
STU05123,20,Male,6.74,72.2,7.7,4.5,3.3,3.38,No,Offline,Average,Average,No,2,Middle,5,A
STU05124,24,Male,5.21,65.1,7.4,1,1.7,3.2,No,Offline,Good,Average,No,1,Middle,6.5,A
STU05125,23,Male,6.28,79.9,4.9,3,6,3.95,No,Hybrid,Average,Good,Yes,2,High,5.9,A
STU05126,18,Male,0.62,74.2,5.8,5.1,3.2,3.27,No,Offline,Average,Average,No,3,Middle,3.7,C
STU05127,18,Female,4.05,95.3,4.7,10,3.6,3.45,Yes,Online,Average,Good,Yes,1,Low,6.9,B
STU05128,17,Female,4.06,75.2,8,7.3,5,2.6,No,Offline,Average,Good,Yes,0,High,7.6,B
STU05129,21,Female,7.52,92,6,6.1,3,2.59,Yes,Hybrid,Average,Average,No,0,High,2.6,A
STU05130,21,Non-Binary,2.8,53.5,6.5,6.5,3.8,2.82,Yes,Hybrid,Average,Good,No,1,Middle,4.6,C
STU05131,22,Male,5.65,84.6,7.5,3,5.4,3.55,Yes,Online,Good,Excellent,Yes,1,High,3.5,A
STU05132,21,Female,4.6,83,8.1,6,3.3,2.54,No,Offline,Good,Average,Yes,2,Middle,4.5,A
STU05133,18,Female,2.18,91.2,5.9,6.7,4,2.91,Yes,Offline,Average,Good,Yes,0,Middle,5,C
STU05134,22,Male,3.82,97.9,6.4,2.8,4.3,3.5,Yes,Offline,Average,Average,No,1,High,2.3,A
STU05135,24,Female,6.03,84.5,6.8,7.5,3.7,3.55,No,Hybrid,Average,Good,No,2,High,5.6,A
STU05136,17,Male,4.54,96.6,7.8,3,4.8,3.07,Yes,Hybrid,Average,Average,No,1,Middle,2.9,A
STU05137,24,Female,4.59,76.7,7.6,5.9,3.5,3.31,No,Offline,Average,Average,No,2,Low,4,B
STU05138,19,Female,4.79,75,8.9,3.7,3.1,3.16,Yes,Offline,Average,Poor,No,2,Low,4.7,B
STU05139,23,Male,5.11,90.7,6.3,1,4.5,3.1,No,Offline,Average,Excellent,No,1,High,1.5,A
STU05140,23,Female,5.56,83.1,5.7,1.6,8.4,3.08,No,Offline,Poor,Good,No,1,High,1.9,A
STU05141,18,Female,4.78,91.3,5.6,6.7,4.1,3.53,Yes,Online,Poor,Good,No,2,Middle,3.5,A
STU05142,18,Male,2,71.5,7.4,5.2,8,2.98,No,Offline,Average,Average,No,2,Middle,6.7,C
STU05143,22,Male,4.5,77,7.1,6.7,3.3,2.9,No,Offline,Poor,Good,No,2,Middle,5.4,B
STU05144,17,Male,5.1,82.9,8,4.1,6.7,3.04,Yes,Offline,Good,Average,No,1,High,1,A
STU05145,20,Female,8.2,80,5.8,4.5,3.9,2.86,Yes,Hybrid,Average,Average,No,3,Middle,5.9,A
STU05146,18,Female,2.92,89.2,4.9,1,5.7,2.74,No,Online,Average,Good,Yes,0,Middle,5.6,B
STU05147,20,Female,8.04,100,5.8,4.6,5.3,2.91,Yes,Online,Average,Average,No,2,Middle,4,A
STU05148,24,Female,3.84,78.5,6.2,2.5,5.3,3.03,No,Offline,Good,Average,No,2,Low,4.3,A
STU05149,20,Female,8.1,94.5,8.1,4.9,5.3,3.52,No,Online,Good,Good,No,0,Middle,4.6,A
STU05150,21,Male,0.82,77.8,6.5,5.4,1.7,2.41,No,Hybrid,Average,Excellent,No,2,Middle,10,D
STU05151,17,Female,4.35,65.6,7.6,4.2,3.1,3.34,No,Hybrid,Good,Average,Yes,4,Middle,4.9,A
STU05152,23,Male,0.23,65.3,7.2,8.5,5.4,3.02,Yes,Hybrid,Good,Poor,Yes,0,High,8.2,Fail
STU05153,23,Male,2.01,70.6,6.8,5.2,3.2,2.88,No,Offline,Average,Average,Yes,0,Middle,4.1,C
STU05154,20,Female,4.02,59.4,6.8,3.5,6.2,3.05,No,Offline,Average,Excellent,No,1,Low,5.2,B
